id,sha256,source,licence,organe,classe,site,date,annotateur,split,images
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_2.jpg,3752d370989e6ed650a530d66b4318f4b2bfb5e72b71322710db677eb5ab4111,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_2.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_20.jpg,b4747994cbd56e38b34b036e1f55b63f04bd26f7ee21c06592d918133b868315,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_20.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_21.jpg,49b826b09241e163fe08d47b9e338a8642e09049625ad9dcdee7c892ef04e49e,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_21.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_22.jpg,e117b9af5064df0636b7f3b8a295a24ec71d19af2a758c05783a76b017187ad0,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_22.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_23.jpg,4d751230609efb75a1084a89c3106dd8086483a7e58cb7def87b35b3f9fc812d,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_23.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_24.jpg,f7a78122e98fc90a303fbd174a2430882d6413f05cbc2451341fd361f972f03d,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_24.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_25.jpg,3e54db8af9203f5a054939243152f05a5f4b0eb564af0ffd10aea4af233731fe,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_25.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_26.jpg,34816ac46b8b83f245edadb32c9508bd577718c070d875386103a17d2e753ac2,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_26.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_27.jpg,ebf3c4170b23f41009ed498d7b65cf7f5a417b3984abd84d7ac674452ff07988,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_27.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_28.jpg,841ab4818356ad3559df637d9c483d1a0456d84e305dea6ebe6b1c921280f906,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_28.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_29.jpg,bcde65b03d4f6a77d117ea70b9298891ce2d2871ff428e5927a289e73c0cb13a,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_29.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_3.jpg,829d1801ef692293d47113c7a3821fc72fbfe45855a8a5b3237266ee67ff33c8,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_3.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_30.jpg,bb96b596e390a7f238df8f29f1fe2e0aa679cc1fd0dc195f943b49db7d01a1fd,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_30.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_31.jpg,3ce64e36559f9aa69ddbfed35cb243d092985b3e376dd804242e04abae19c157,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_31.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_32.jpg,fb70a01d1c5b7ea85b4c361ed02ac3089db5917771faf5f3d3d69dd7cf4dd3e9,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_32.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_33.jpg,873d08c132808171611950954cd9693a74a6f78e96243b8f636d1ee63206d835,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_33.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_34.jpg,d1e7e62ac424475b320a66e1d3fd66fd8143527a44b79c4f83bb4696754fa8bd,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_34.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_35.jpg,9d82feead9c1786c4e17c560443980e4690a2eec808173f9ff7aea4fbfda88e1,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_35.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_36.jpg,265aa54697e19dadd781b2c573547d53651b3265a1754323e0d6d4ea51cb89d2,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_36.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_37.jpg,ec945ff7987c4584b0b6ccc5d82ea96d5237b54394acc70409c58ce02e639c5c,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_37.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_38.jpg,6320a8b0c028800a3b3be07cec87b8864a6a76eb54a8f466e9696d365278fe9b,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_38.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_39.jpg,7395d97fe89209e1c0892b3c2bc408927a3882e09aba5cefd76312b084db378d,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_39.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_4.jpg,360f427cb19fd9340423ba6c0883269cc53199a7debd2ca1ab7e5ecd26a02143,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_4.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_40.jpg,cdb1d1d43994c58b45d8f4d11a039c78ec7e31768e91c5a8a9aca26b1e04d6cb,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_40.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_41.jpg,01f191f4c41880aa54097cd2804abc957d079bdafbe642e783a9b47382990069,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_41.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_42.jpg,654b17a6466a7598c718203ae70c6306f0b34d90e87c1c0e4623be6ae4e1c3a8,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_42.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_43.jpg,74e5664280f22e003110dfd4b172ce8cee1970f9db6dfbb4eaf92673cbc78db0,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_43.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_44.jpg,d8d47d3d534bfc9c601b5a708afaca439e2707d104483c2b196c39249769d825,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_44.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_45.jpg,e1ac7a59e98626b6395cbe8ad8e0500b219755235a8d1dc56c41cd0a629eda87,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_45.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_46.jpg,10d1c0a89deefa53bea85c54b565bd0f0fafa1f80e2282f5cee47300ee3e55d0,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_46.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_47.jpg,6c70d8e37528adfb3463ff10fa8345f2be5b2729c25638ec3d798e6bbe4ee573,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_47.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_48.jpg,48cb55a02aca3800531c7d70ada1d61d31b72c0cd8139bba3ac183d34d4d9e6b,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_48.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_49.jpg,e3b9862bb552454e366e056332645f6237adfc9b82efd12121e0808a58001797,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_49.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_5.jpg,7de05a1e10bf4d621f03e22f0ade46c463ac1bfa19f21040807ced4891171147,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_5.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_50.jpg,5a9bc823ec8217c7df9bc619d5996eee2b113bbbb02a90251fc7812c54e0f606,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_50.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_51.jpg,f8f939eddd9a096e474ebc3ede2124d2ea84b6a0cc0eeec03414e7a32bc253b6,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_51.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_52.jpg,e61af6c7396202ac527cfacf6963b24a6d36b9e50463f928eb69765cb4b91b4f,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_52.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_53.jpg,518a8ab4a3978bfd19c2430aa086f13678d58977f3b1f0d1206c38a8e5682f2a,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_53.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_54.jpg,ed34b1941bc01b94291b53d48f831f2078fe2ca58728dcc3c6671bb57fc58e51,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_54.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_55.jpg,a710d4d8799352b9333cf48c9fc9ea1b9b0cd45f389f83c224a3f95965893057,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_55.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_56.jpg,c0150ab88b98bacf21166f2c6e7df8e81cfe99a144ec1755aae52b32f2c9d2e9,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_56.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_57.jpg,0e73f3520b8a5ad8df132d275bbfd9a0fa12fa486e4c9ab47983ea9e3d1677e6,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_57.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_58.jpg,45eb9a93b979a653ed8ac5b899781de4f56593a303b53cbf2fb58fe7cb2c739e,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_58.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_59.jpg,2213936767050b25be66c9af1cebdd11671ae0f9fd82dfe0b4a726baf7685372,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_59.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_6.jpg,58369337c5e7340c445b05b873bd250964955c236d2b008f4814331d84f718b3,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_6.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_60.jpg,edab762e50e413105fd4554417979a4433e532e688df7f7088f1f88c885466e5,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_60.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_61.jpg,4a365cb62efdf1ef528011244fff98756f3812b887400b5afc504424468c7cb4,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_61.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_62.jpg,c5a56b92203c4d7f6e613c93a23feef78e740311846215baf4aec54511dec08d,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_62.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_63.jpg,3bd98f8a8557b5ad48830c4d9f906caf83f0f41c020ce84c9c1c2982c54b0590,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_63.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_64.jpg,72d190801f901c39471fc5d1d86b77e02ddbda3dd70bde9ab2f5b07653ed50c5,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_64.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_65.jpg,957c89574a9568d74d5725c9cd4ed3f7a4bf9c15778e4ccc2e30354a335a6704,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_65.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_66.jpg,f2c72f236fdd7c183fd76404ad8cf754652c378c3747601c573916641abdc923,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_66.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_67.jpg,5e246bc665dc189a56fdf02957f2cdb07ab388b5cb1df3db578244ca391159b6,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_67.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_68.jpg,9c18c7f8a1c59ffb3f46ef56a09b35d3cbd86cdeb091893b5be9e8736e776808,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_68.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_69.jpg,9919d48058d3f862577116dab8d1269d562d166e7f660086a21e13574bc9ec1b,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_69.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_7.jpg,763ebd10b186c77872839add218d31d860a1076d6d13ec053ecad4070c5dd427,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_7.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_70.jpg,326faa3ea8b9ad607fc42de5b49168a9f201a4d60f44ff630ab719e23ffa11f5,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_70.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_71.jpg,58805bf87d0255f6e7c361ea2cc8c8d326d5cffa81f431eb7bc19470f329e5e2,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_71.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_72.jpg,983c72eeda98563336354eff408fe7fd206645e3d9764282d80aab203433ad9c,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_72.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_73.jpg,cfdc08ee699cb8bf28933d1894046a39ff4db0d40dc2bda3df8854e15ef58b8a,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_73.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_8.jpg,a4656c512b2e2af7aa2d01b211394294b1bcf82af6e1343d782aa8df9e987ad1,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_8.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_9.jpg,f6f265e02a755c268fe80b1a6af91ac062bdb003b603d6669c41260ac0e42477,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Leaf Scaled/lsf_9.jpg,CC BY 4.0,feuille,echaudure,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_0.jpg,72734d0cb36d4aa58e30eae4c3e7d46f3682d72e54890df5e261948467873a79,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_0.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_1.jpg,60acc1d2b71e217f7dc03e00504ecbbf6c8e1c2ecbf912e33f65f6b96e9c608a,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_1.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_10.jpg,0420b6cd9e55884d0aa22754855855702f7dc0db3c626ce021464df97805f822,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_10.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_11.jpg,c8db71420b17259a8aff90488cb48fdb2b848de9c01d26595a454e25967117c6,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_11.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_12.jpg,deeb8e680bc11ec19f78ca3d3dbeb0a6a31818d2bd64ea5b9df51bc20c55d41b,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_12.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_13.jpg,d409bb124e7cfc5b87ee19becaf3a152beb29f73283ba5c5e9e429eadeca44df,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_13.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_14.jpg,86ce7210ed08ff5e54eb8a083bb6010170b9ea1f0c2abf3ebd8646233c9cb725,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_14.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_15.jpg,fbe541772dda7fe6bcf146da5d888b3fccc7dfcbe73529c9b05b25c92786323a,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_15.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_16.jpg,64b01a74c0fab1c1e78b96333c17d9684ccc9fe5e651aab8fe7a6f7054c293bb,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_16.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_17.jpg,e234a86182f0feb34f228e3ba7e7de2f9d9ce5e8db5b46a7afdf5fc5e45f2ec0,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_17.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_18.jpg,0a00c1f18d44f82f1233dc92bd606da51c6cd3fd0d62af5223dbeb618cca60f9,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_18.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_19.jpg,31202477c134cbe473bfc67dc8efb8f87c5b8b08679656ac93822778cf4af15a,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_19.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_2.jpg,eca6a8718370678c36449443babdc2046a0141340677c66b6316ad033b549844,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_2.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_20.jpg,9a52bae470d61b3db694528340f93387c7ac785ba996a8fe58a3c652c28dff93,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_20.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_21.jpg,c963ea32f5d95a9157e5c6176bfcacf92611d50a7dc8a80fd18091d51ca08902,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_21.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_22.jpg,f7e3931662ca89a041a936732521f70a9d26093b95ac24c2c8b50071eb39a7de,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_22.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_23.jpg,caae9cf6b5e5af3d3cb135268a3ddfe69189be2bf5c7aceff7fd6aca86e55338,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/Field Background/Rice Blast/rbf_23.jpg,CC BY 4.0,feuille,pyriculariose_feuille,,,,,1
